DescriptorUI	DescriptorName	TreeNumbers
D059352	Musculoskeletal Pain	C05.651.538|C23.888.592.612.547|F02.830.816.353|G11.561.790.353
D059366	Asthma, Occupational	C08.127.108.495|C08.674.095.495|C20.543.480.680.095.495|C24.102
D059369	Pott Puffy Tumor	C01.160.495.875|C05.116.165.495.750|C11.675.689
D059373	Mastodynia	C23.888.592.612.530|F02.830.816.308|G11.561.790.308
D059388	Pelvic Girdle Pain	C23.888.592.612.547.500|C23.888.592.612.944.625
D059390	Breakthrough Pain	C23.888.592.612.191|F02.830.816.131|G11.561.790.444.393
D059407	Pinguecula	C11.187.631
D059409	Stroke, Lacunar	C10.228.140.300.275.800|C10.228.140.300.775.400.750.500|C14.907.253.329.800|C14.907.253.855.400.750.500|C23.550.513.355.250.600|C23.550.717.489.250.600
D059411	Lower Urinary Tract Symptoms	C23.888.942.343
D059413	Intraabdominal Infections	C01.463
D059445	Anhedonia	C10.597.606.057|C23.888.592.604.039|F01.700.039
D059446	Heterotaxy Syndrome	C14.240.400.592|C14.280.400.592|C15.604.744.146|C16.131.077.401|C16.131.240.400.592
D059466	White Coat Hypertension	C14.907.489.907
D059468	Masked Hypertension	C14.907.489.861
D059525	Supraglottitis	C01.748.798|C08.360.840|C08.730.798|C09.400.840
D059545	Paraneoplastic Syndromes, Ocular	C04.588.364.738|C04.730.900|C11.319.466
D059606	Polydipsia	C23.550.759|C23.888.663
D059607	Polydipsia, Psychogenic	C23.550.759.500|C23.888.663.500|F01.145.126.968|F01.700.812
D059608	Laryngocele	C08.360.549|C08.695.520|C09.400.549|C16.131.740.650
D059707	Aliivibrio Infections	C01.150.252.400.050
D059786	Abnormal Karyotype	C23.550.210.024|G05.360.162.679.500|G05.365.590.175.024
D059787	Acute Pain	C23.888.592.612.081
D059885	Kasabach-Merritt Syndrome	C04.557.645.375.617|C15.378.140.855.645|C15.378.243.937.645
D059905	Endocarditis, Non-Infective	C14.280.282.703
D059952	Pelvic Floor Disorders	C12.050.351.625|C12.050.703.565|C12.200.483|C12.400
D060048	Slipped Capital Femoral Epiphyses	C05.116.099.708.928|C05.116.425.500
D060050	Angina, Stable	C14.280.647.187.362|C14.907.585.187.362|C23.888.592.612.233.500.575
D060051	Occupational Injuries	C26.716
D060085	Coinfection	C01.218
D060368	Lobomycosis	C01.150.703.302.475|C01.800.200.475|C17.800.838.208.475
D060425	Cerebral Phaeohyphomycosis	C01.150.703.302.383.375|C01.800.200.383.375|C17.800.838.208.416.375
D060426	Anti-N-Methyl-D-Aspartate Receptor Encephalitis	C04.588.614.550.112|C04.730.856.112|C10.228.140.430.124|C10.574.781.249|C10.586.250.124|C20.111.258.124
D060437	Artificial Lens Implant Migration	C11.510.174|C26.392.500.249
D060446	Phaeohyphomycosis	C01.150.703.726
D060467	Disease Resistance	C23.550.291.671|G12.450.564.250|G12.450.800.250|G15.630.250
D060486	Ophthalmoplegic Migraine	C10.228.140.546.399.750.725|C10.292.562.750.375|C10.292.675|C10.314.687|C10.597.622.447.600|C11.590.472.375|C23.888.592.636.447.600
D060487	Alternariosis	C01.150.703.302.383.125|C01.800.200.383.125|C17.800.838.208.416.125
D060545	Pudendal Neuralgia	C10.668.829.550.650|C10.668.829.600.737|C23.888.592.612.664.737
D060585	Fusariosis	C01.150.703.302.383.500|C01.800.200.383.500|C17.800.838.208.416.500
D060586	Trichosporonosis	C01.150.703.875|C08.381.483.125.841|C08.674.055.682|C20.543.480.680.075.682
D060605	Hyalohyphomycosis	C01.150.703.302.383|C01.800.200.383|C17.800.838.208.416
D060705	Dyscalculia	C10.597.606.150.550.700.250|C23.888.592.604.150.550.700.250|F03.625.374.188.700.250|F03.625.562.700.250
D060725	Uterine Retroversion	C12.050.351.500.852.900|C12.100.250.852.900|C23.300.970.750
D060737	Reproductive Tract Infections	C01.730|C12.050.351.500.630|C12.100.250.630|C12.100.500.604|C12.200.294.604
D060750	Bone Anteversion	C05.116.214.500|C23.300.970.249
D060751	Bone Retroversion	C05.116.214.750|C23.300.970.374
D060831	Hand-Foot Syndrome	C17.800.174.600.587|C25.100.468.380.587
D060905	Coxa Vara	C05.116.214.500.500|C23.300.970.249.500
D060906	Coxa Valga	C05.116.214.750.500|C05.116.327|C23.300.970.374.500
D061085	Agenesis of Corpus Callosum	C10.500.034|C16.131.666.034|C23.300.008
D061205	Vascular Calcification	C18.452.174.130.780
D061206	Neoplasm Micrometastasis	C04.697.650.695|C23.550.727.650.695
D061219	Olfactory Nerve Injuries	C10.292.200.687|C10.292.650.600|C10.900.300.218.487|C26.915.300.400.562
D061220	Oculomotor Nerve Injuries	C10.292.200.656|C10.292.562.700.500|C10.900.300.218.456|C11.590.436.600|C26.915.300.400.518
D061221	Trigeminal Nerve Injuries	C07.465.299.625.500.349|C10.292.200.875|C10.292.319.625.700.349|C10.900.300.218.775|C26.915.300.400.825
D061222	Lingual Nerve Injuries	C07.465.299.625.500.349.500|C10.292.200.875.500|C10.292.319.625.700.349.500|C10.900.300.218.775.500|C26.915.300.400.825.500
D061223	Vagus Nerve Injuries	C10.292.200.937|C10.292.887.399|C10.900.300.218.887|C26.915.300.400.912
D061224	Laryngeal Nerve Injuries	C08.360.424|C09.400.424|C10.292.200.937.750|C10.900.300.218.887.750|C26.915.300.400.912.750
D061226	Recurrent Laryngeal Nerve Injuries	C08.360.424.500|C09.400.424.500|C10.292.200.937.750.500|C10.900.300.218.887.750.500|C26.915.300.400.912.750.500
D061227	Accessory Nerve Injuries	C10.292.175.500|C10.292.200.350|C10.900.300.218.225|C26.915.300.400.200
D061228	Hypoglossal Nerve Injuries	C10.292.200.562|C10.292.525.500|C10.900.300.218.362|C26.915.300.400.387
D061247	Trochlear Nerve Injuries	C10.292.200.906|C10.900.300.218.831|C26.915.300.400.868
D061270	Nasal Septal Perforation	C08.460.595|C09.603.588|C26.670
D061285	Vestibulocochlear Nerve Injuries	C09.218.807.800.918|C10.292.200.968|C10.292.910.925|C10.900.300.218.943|C26.915.300.400.956
D061287	Glossopharyngeal Nerve Injuries	C10.292.200.531|C10.292.450.500|C10.900.300.218.331|C26.915.300.400.343
D061325	Hereditary Breast and Ovarian Cancer Syndrome	C04.588.180.483|C04.588.322.455.431|C04.700.517|C12.050.351.500.056.630.705.431|C12.050.351.937.418.685.431|C12.100.250.056.630.705.431|C12.900.418.685.431|C16.320.700.517|C17.800.090.500.483|C19.344.410.431|C19.391.630.705.431
D061387	Chlamydial Pneumonia	C01.150.252.400.210.125.123|C01.150.252.400.210.250.299|C01.150.252.620.249|C01.748.610.540.249|C08.381.677.540.249|C08.730.610.540.249
D061686	Premature Ejaculation	C12.100.500.150.500|C12.100.875.364.500|C12.200.294.150.500|F03.835.700
D062025	Organophosphate Poisoning	C25.723.717
D062026	Alice in Wonderland Syndrome	C10.228.140.546.399.750.124|C10.597.606.762.150|C10.597.751.941.036|C23.888.592.604.764.150|C23.888.592.763.941.036|F01.700.750.150
D062027	Linear IgA Bullous Dermatosis	C17.800.865.622|C20.111.585
D062108	May-Thurner Syndrome	C14.240.850.906|C14.907.617.648|C16.131.240.850.890
D062625	Cystadenofibroma	C04.557.450.565.590.595.050.500|C04.557.470.590.482|C04.557.470.625.050.500
D062685	Steatocystoma Multiplex	C16.131.831.350.856.500|C16.320.850.250.856.500|C17.800.529.594.500|C17.800.804.350.856.500|C17.800.827.250.856.500
D062688	Buschke-Lowenstein Tumor	C01.221.812.640.700.500.500|C01.925.256.650.405.500|C01.925.813.220.500|C01.925.825.810.110.500|C01.925.928.725.500.500|C01.925.928.914.217.500|C04.557.470.200.450.500|C04.557.470.700.450.500|C12.100.937.640.700.500.500|C17.800.838.790.810.110.500|C23.550.291.531.937.640.500.500.500
D062689	Lipoblastoma	C04.557.450.550.400.500
D062706	Prodromal Symptoms	C23.888.672|E01.599
D062787	Drug Overdose	C25.775.342.500.500|F03.900.384.500.500
D062788	Adenomyosis	C12.050.351.500.852.113|C12.100.250.852.113
D062846	Non-Filarial Lymphedema	C15.604.496.660
D063129	Parental Death	C23.550.260.730|I01.880.735.607
D063130	Maternal Death	C23.550.260.730.500|I01.880.735.607.500
D063169	Dentofacial Deformities	C05.660.207.540.229|C07.650.500.229|C16.131.621.207.540.315|C16.131.850.500.229
D063173	Retrognathia	C05.500.460.827|C05.660.207.540.460.827|C07.320.440.827|C07.320.610.827|C07.650.500.460.827|C16.131.621.207.540.460.827|C16.131.850.500.460.827
D063192	Pregnancy, Heterotopic	C12.050.703.733.650
D063205	Pneumorrhachis	C10.228.854.583
D063371	Myringosclerosis	C09.218.951.500
D063425	Binge Drinking	C25.775.100.437|F01.145.317.269.500|F03.900.100.550
D063466	Respiratory Aspiration of Gastric Contents	C06.405.117.119.500.484.500.500|C08.618.749.500|C23.550.773.500
D063485	Acanthocheilonemiasis	C01.610.335.508.700.750.361.137
D063487	Prescription Drug Misuse	C25.775.342.500|F03.900.384.500
D063646	Carcinogenesis	C04.697.098|C23.550.727.098
D063647	Fetal Alcohol Spectrum Disorders	C12.050.703.277.220|C16.300.070|C25.775.100.087.323
D063730	Rickets, Hypophosphatemic	C05.116.198.816.875|C18.452.104.816.875|C18.452.174.845.875|C18.452.750.400.750|C18.654.521.500.133.770.734.875
D063748	Bland White Garland Syndrome	C14.240.400.210.249|C14.240.850.984.500.500|C14.280.400.210.249|C14.907.933.110.500|C16.131.240.400.210.249|C16.131.240.850.500.500|C23.300.575.950.150.500
D063766	Pediatric Obesity	C18.654.726.750.500.720|C23.888.144.699.500.750
D063806	Myalgia	C05.651.542|C10.668.491.525|C23.888.592.612.547.249|F02.830.816.353.500|G11.561.790.353.500
D063807	Dandruff	C17.800.174.146|C17.800.738.353
D063926	Drug Hypersensitivity Syndrome	C17.800.174.600.262|C20.543.418.310|C25.100.468.380.262
D064068	Collagenous Sprue	C06.405.469.637.378|C18.452.603.314
D064090	Intraocular Lymphoma	C04.557.386.435|C04.588.364.447|C15.604.515.569.417|C20.683.515.761.417
D064128	Nodding Syndrome	C10.228.140.490.375.525
D064129	Prostatic Neoplasms, Castration-Resistant	C04.588.945.440.770.500|C12.100.500.260.750.500|C12.100.500.565.625.500|C12.200.294.260.750.500|C12.200.294.565.625.500|C12.200.758.409.750.500|C12.900.619.750.500
D064146	Chemotherapy-Induced Febrile Neutropenia	C15.378.243.750.184.564.750.500|C15.378.553.546.184.564.750.500
D064147	Febrile Neutropenia	C15.378.243.750.184.564.750|C15.378.553.546.184.564.750
D064250	Hypertriglyceridemic Waist	C18.452.584.500.500.851.875|C23.888.521
D064386	Ankle Fractures	C26.404.014|C26.558.100.500
D064419	Chemically-Induced Disorders	C25
D064420	Drug-Related Side Effects and Adverse Reactions	C25.100
D064706	Vocal Cord Dysfunction	C08.360.895|C08.618.980|C09.400.895
D064726	Triple Negative Breast Neoplasms	C04.588.180.788|C17.800.090.500.788
D064749	Retrocaval Ureter	C12.050.351.875.811|C12.200.706.811|C12.800.811|C16.131.939.915
D064752	Atrial Remodeling	C23.300.052|C23.550.113|G09.330.040.800
D064793	Teratogenesis	C23.550.863
D064806	Dysbiosis	C23.550.308
D064807	Anticholinergic Syndrome	C25.100.311
D064927	Tick Bites	C25.723.127.789|C26.176.793
D065008	Scorpion Stings	C25.723.127.142|C26.176.443
D065134	Lipedema	C17.300.451
D065148	Nicolau Syndrome	C17.800.174.600.693|C25.100.468.380.693
D065166	Sepsis-Associated Encephalopathy	C10.228.140.807
D065167	Pregnancy, Interstitial	C12.050.703.733.703.500
D065170	Pregnancy, Angular	C12.050.703.733.619
D065172	Pregnancy, Ovarian	C12.050.703.733.661
D065173	Pregnancy, Cornual	C12.050.703.733.640
D065227	Transfusion Reaction	C15.378.962|C20.920
D065290	Acute-On-Chronic Liver Failure	C06.552.308.500.750.249
D065306	Corneal Injuries	C10.900.300.284.250.124|C11.204.284|C11.297.374|C26.915.300.425.250.124
D065308	Morphological and Microscopic Findings	C23.149
D065309	Atypical Squamous Cells of the Cervix	A11.436.123|C04.834.818.249|C12.050.351.500.852.593.074.249|C12.100.250.852.593.074.249|C23.149.500
D065310	Squamous Intraepithelial Lesions of the Cervix	C04.834.818.500|C12.050.351.500.852.593.074.500|C12.100.250.852.593.074.500|C23.149.688.500
D065311	Adenocarcinoma in Situ	C04.557.470.200.025.014|C04.557.470.200.240.124|C23.149.249
D065446	Premenstrual Dysphoric Disorder	C23.550.568.968.500|F03.600.300.550
D065606	Metabolic Side Effects of Drugs and Substances	C25.100.812|D27.505.389
D065626	Non-alcoholic Fatty Liver Disease	C06.552.241.519
D065627	Familial Primary Pulmonary Hypertension	C08.381.423.300
D065630	Hernias, Diaphragmatic, Congenital	C16.131.433|C23.300.707.960.500.116
D065631	Rhinitis, Allergic	C08.460.799.315|C08.674.453|C09.603.799.315|C20.543.480.680.443
D065632	Chikungunya Fever	C01.920.313.078.184|C01.920.852.032.184|C01.925.081.198|C01.925.782.930.100.184
D065634	Cerebrospinal Fluid Leak	C10.597.114|C10.900.300.109|C23.888.592.114|C26.915.300.225
D065635	Benign Paroxysmal Positional Vertigo	C09.218.568.900.883.500|C10.597.951.500|C23.888.592.958.500
D065646	Thyroid Carcinoma, Anaplastic	C04.557.470.200.725
D065666	Mesenteric Ischemia	C06.405.469.656|C06.844.460|C14.907.549
D065703	Malformations of Cortical Development, Group I	C10.500.507.400|C16.131.666.507.400
D065704	Malformations of Cortical Development, Group III	C10.500.507.500|C16.131.666.507.500
D065705	Hemimegalencephaly	C05.660.207.536.500|C10.500.507.400.249.500|C16.131.621.207.532.500|C16.131.666.507.400.249.500
D065706	Polymicrogyria	C10.500.507.500.500|C16.131.666.507.500.500
D065707	Schizencephaly	C10.500.507.500.750|C16.131.666.507.500.750
D065708	Porencephaly	C05.660.207.620.500|C10.500.507.500.625|C16.131.621.207.620.500|C16.131.666.507.500.625
D065710	Glossoptosis	C07.465.910.411
D065766	Atypical Hemolytic Uremic Syndrome	C12.050.351.968.419.936.463.500|C12.200.777.419.936.463.500|C12.950.419.936.463.500|C15.378.050.141.610.500|C15.378.140.855.925.500.500|C15.378.243.937.925.500.500
D065768	Lennox Gastaut Syndrome	C10.228.140.490.493.750|C16.320.495
D065817	Congenital Microtia	C09.218.235|C16.131.287
D065906	Hyperlactatemia	C18.452.479|C23.888.516
D065907	Karoshi Death	C14.280.383.220.500|C23.550.260.322.250.500
D066087	Perinatal Death	C12.050.703.572|C23.550.260.865
D066088	Infant Death	C23.550.260.657
D066126	Cardiotoxicity	C14.280.260|C23.550.161|C25.100.389|C26.733.266|G01.750.748.500.266
D066166	Pectus Carinatum	C05.116.099.739|C05.182.525|C05.660.745|C16.131.621.745|C17.300.182.525
D066190	Allesthesia	C10.597.606.762.175|C23.888.592.604.764.175|F01.700.750.175
D066253	Vascular Remodeling	C23.300.977|C23.550.918|G09.330.020.875|G09.330.930
D066263	Protein Aggregation, Pathological	C23.550.770|G02.111.675
D000067011	Severe Acute Malnutrition	C18.654.521.719
D000067208	Shellfish Hypersensitivity	C20.543.480.370.763
D000067251	Symptom Flare Up	C23.550.291.937.500
D000067329	Obesity, Metabolically Benign	C18.654.726.750.500.650|C23.888.144.699.500.250
D000067390	Cold Injury	C26.212
D000067398	War-Related Injuries	C26.946|I01.880.735.950.500.951.500
D000067490	Prescription Drug Overuse	C25.775.342.500.750|F03.900.384.500.750
D000067559	Specific Learning Disorder	C10.597.606.150.550.700|C23.888.592.604.150.550.700|F03.625.374.188.700|F03.625.562.700
D000067562	Late Onset Disorders	C23.550.291.883
D000068376	Compassion Fatigue	C23.888.369.500.500|F01.145.126.937.500|F01.145.126.990.734.500|F02.830.900.666.750
D000069076	Fractures, Multiple	C26.404.280|C26.640.500
D000069279	Drug Resistant Epilepsy	C10.228.140.490.125
D000069281	Autoimmune Hypophysitis	C10.228.140.617.738.275.500|C19.700.419.500|C20.111.273
D000069282	Canaliculitis	C11.496.221.500
D000069290	Incisional Hernia	C23.300.707.945|C23.550.767.500
D000069293	Plasmablastic Lymphoma	C04.557.386.480.150.585.500|C15.604.515.569.480.150.585.500|C20.683.515.761.480.150.585.500
D000069295	Mammary Analogue Secretory Carcinoma	C04.557.470.200.588
D000069316	Acne Conglobata	C17.800.030.150.500|C17.800.794.111.500
D000069337	Fused Kidney	C12.050.351.875.420|C12.200.706.445|C12.800.445|C16.131.939.445
D000069451	Long Term Adverse Effects	C23.550.543
D000069544	Infectious Encephalitis	C01.207.399|C10.228.140.430.520|C10.228.228.399|C10.586.250.520
D000069578	Waterborne Diseases	C01.936
D000069584	Unilateral Breast Neoplasms	C04.588.180.800|C17.800.090.500.682
D000069836	Degloving Injuries	C26.808.500
D000069856	Staghorn Calculi	C12.050.351.968.419.600.500.500|C12.050.351.968.967.249.500.500|C12.050.351.968.967.500.503.500|C12.200.777.419.600.500.500|C12.200.777.967.249.500.500|C12.200.777.967.500.503.500|C12.950.419.600.500.500|C12.950.967.249.500.500|C12.950.967.500.503.500|C23.300.175.850.550.500
D000070558	Talipes	C05.330.488.655|C05.330.495.681|C05.660.585.512.380.813|C16.131.621.585.512.500.681
D000070589	Talipes Cavus	C05.330.488.655.500|C05.330.495.681.500|C05.660.585.512.380.813.500|C16.131.621.585.512.500.681.500
D000070591	Metatarsal Valgus	C05.330.663
D000070592	Metatarsus Varus	C05.330.711
D000070598	Anterior Cruciate Ligament Injuries	C26.558.554.213
D000070599	Shoulder Injuries	C26.803
D000070600	Tibial Meniscus Injuries	C26.558.781
D000070603	Coxa Magna	C05.116.296
D000070604	Tarsal Coalition	C05.116.099.370.894.909|C05.330.495.787|C05.660.585.512.380.875|C05.660.906.909|C16.131.621.585.512.500.787|C16.131.621.906.909
D000070607	Morton Neuroma	C05.360.500.500|C05.550.610.500|C10.668.829.600.375|C23.888.592.612.540.500|C23.888.592.612.664.275
D000070617	Microtrauma, Physical	C26.599
D000070624	Brain Contusion	C10.228.140.199.444.375|C10.900.300.087.235.375|C26.915.300.200.194.375|C26.974.250.500
D000070625	Brain Injuries, Diffuse	C10.228.140.199.388|C10.900.300.087.219|C26.915.300.200.188
D000070627	Chronic Traumatic Encephalopathy	C10.228.140.199.444.500|C10.228.140.199.500.500|C10.574.250|C10.900.300.087.235.500|C10.900.300.087.250.500|C23.550.291.500.063.500.500|C26.915.300.200.194.500|C26.915.300.200.200.500
D000070630	Diastasis, Muscle	C05.550.518.288|C26.289.288
D000070631	Diastasis, Bone	C05.550.518.192|C26.289.192
D000070636	Rotator Cuff Injuries	C26.761.340|C26.803.063|C26.874.400
D000070639	Elbow Tendinopathy	C05.651.869.435|C26.088.134.625|C26.874.800.500
D000070642	Brain Injuries, Traumatic	C10.228.140.199.444|C10.900.300.087.235|C26.915.300.200.194
D000070656	Rotator Cuff Tear Arthropathy	C05.550.114.264.500|C05.550.354.250
D000070657	Crystal Arthropathies	C05.550.354
D000070676	Enthesopathy	C05.651.869.653|C26.874.800.750
D000070779	Giant Cell Tumor of Tendon Sheath	C04.557.450.565.380.690|C05.550.870.445|C05.651.869.762
D000070896	Bankart Lesions	C26.404.625.500|C26.803.250.500
D000071017	Hyperekplexia	C10.228.590
D000071056	Anorectal Malformations	C06.198.025|C16.131.314.047
D000071057	Tardive Dyskinesia	C10.228.662.262.500.500|C10.597.350.275.500|C23.888.592.350.275.500
D000071064	Alert Fatigue, Health Personnel	C23.888.369.500.250|F01.100.050.500|F01.145.126.937.250|N04.761.700.075|N05.300.100.169|N05.700.075
D000071067	Pneumonia, Necrotizing	C01.748.610.608|C08.381.677.608|C08.730.610.608
D000071069	Multiple Chronic Conditions	C23.550.291.500.500
D000071070	Familial Multiple Lipomatosis	C16.320.298|C17.800.463.375|C18.452.584.718.625
D000071071	Microaneurysm	C14.907.055.817
D000071072	Acute Febrile Encephalopathy	C10.228.140.021
D000071074	Neonatal Sepsis	C01.757.580|C16.614.627|C23.550.470.790.500.470
D000071075	Small Fiber Neuropathy	C10.668.829.860
D000071078	Stenosis, Pulmonary Vein	C14.907.798
D000071079	Stenosis, Pulmonary Artery	C14.907.137.825
D000071243	Zika Virus Infection	C01.920.852.937|C01.925.081.990|C01.925.782.350.250.990
D000071257	Emergence Delirium	C10.597.606.337.500.500|C23.550.767.181|C23.888.592.604.339.500.500|F01.700.250.500.500|F03.615.350.500
D000071297	Acute Retroviral Syndrome	C01.221.250.875.044|C01.221.812.640.400.044|C01.778.640.400.044|C01.925.782.815.616.400.044|C01.925.813.400.044|C12.100.937.640.400.044|C20.673.480.044
